0.9615, 0.3641, 0.7108, -1.2565, 0.3426, 0.6257, -0.7591, -0.0381, -0.4440, 0.1910, -1.9792, 
-2.0162, 0.4773, 0.5271, -1.2467, 0.4459, 0.2079, -1.4212, -0.4179, -1.7670, 0.5310, -0.8521, 
1.5889, 0.3216, -0.7682, 1.1271, -0.1154, 0.7325, 1.1688, -0.6005, -0.2962, 0.3583, -2.7215, 
-0.4042, -0.0012, 0.5562, -0.4670, 0.9071, -0.9936, 1.1625, -0.4680, -0.2204, -0.0960, -1.2111, 
0.1886, 0.3161, -0.9386, -0.1220, 1.0281, -0.6877, -0.0207, 0.4580, 0.2693, 0.2066, 0.7433, 
-0.3463, -0.2147, -0.2686, -0.4448, 1.0437, -1.0937, 0.0168, 0.7392, 0.7671, 0.2446, -0.1433, 
0.5917, -1.7294, 0.2946, -0.3953, 0.6402, 0.3588, -0.1399, -0.4596, 0.4497, -0.4538, 0.1131, 
-0.2322, -0.8198, -1.2447, -1.1113, -1.0501, 0.3899, -0.1309, 0.1831, 0.8335, -0.8446, 0.6795, 
0.7655, 0.3024, -1.0631, 0.4893, -0.4582, -0.0787, 0.0855, -0.4888, 0.3321, 0.4959, 0.5852, 
-0.5971, 0.5776, 0.0800, 0.9763, 1.2146, -0.0915, -0.2013, 1.0210, 0.8808, -0.4526, -1.0551, 
1.4202, -0.6870, -0.7511, 0.2425, -0.0143, -0.0435, 0.9191, -0.9512, -0.3755, 0.9080, -0.0164, 
0.5603, -0.7134, -0.3008, 0.9320, 0.4597, 0.4154, -0.1626, -2.2732, 0.1601, 0.3804, -0.8411, 
0.8503, -0.7037, -0.7987, 0.2593, -1.5137, -1.2783, 1.1013, -0.6130, -0.5623, -0.6166, -0.2695, 
0.6681, 1.3198, 0.7440, -0.1295, 0.7677, -0.1668, -0.0025, 1.1210, -0.4676, -0.8589, 0.9940, 
-0.9835, 0.4436, -0.4369, 0.1079, 0.1360, -0.0825, -0.7095, 0.0681, -1.3845, 0.5852, 0.8321, 
0.0605, 1.1025, 0.3809, -0.7221, 0.5267, -0.1641, -0.6587, -0.7080, 0.3581, -0.4730, -1.2431, 
0.7567, 0.4748, 0.2086, -0.3209, 0.4044, -0.0655, -0.6807, -0.5062, -0.1792, 0.9899, 0.0738, 
-0.4651, 0.5615, -0.2979, -0.0789, 0.0056, -0.2647, 0.4159, -0.0418, 0.6227, 0.4040, 0.3636, 
-0.5264, -0.0963, 1.3062, -0.2342, 0.2348, -0.7170, -0.9199, -0.4551, 0.1270, 0.2857, -1.4278, 
-0.2762, 0.4388, -0.6362, -0.2597, -0.2475, -1.0338, -0.1308, -0.0719, 0.4898, 0.0274, 0.6681, 
-0.6961, -0.8782, -1.1522, 0.7324, 1.4559, -0.5088, 0.3230, 0.0724, -0.2616, -0.1929, -0.8039, 
0.3292, 0.6831, -0.9345, 0.0043, -1.1654, -0.0865, 0.2562, -0.0593, 1.2474, -1.3338, 0.0027, 
-0.3772, -0.7264, 0.8516, -1.9820, 0.1548, -0.0778, 0.7137, -0.6119, 1.2299, 0.0138, 0.5013, 
-0.7631, -0.9939, -0.6386, -0.3077, 0.1781, -0.0237, -0.3262, 0.2881, 0.1228, 0.0844, 0.1961, 
-0.8574, 0.4877, -0.5856, -0.8566, -0.0642, 0.3583, -0.1731, -0.0220, -0.2000, -0.1868, -1.0696, 
-1.5965, 0.4023, 0.5220, -0.6586, 0.4334, -1.0592, 0.2308, -0.2647, 0.8456, -0.1612, -0.9128, 
